panel	sample	method	delta_F1	delta_L1_union_pp	delta_Pearson_union	TP_delta	FP_delta	FN_delta	rescued_species	rescued_TP	rescued_FP
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny100_breadth0.20	-0.012008281573499091	0.0	2.1885994612502735e-05	0	1	0	1	0	1
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny250_breadth0.05	-0.012008281573499091	0.0	2.1885994612502735e-05	0	1	0	1	0	1
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny250_breadth0.10	-0.012008281573499091	0.0	2.1885994612502735e-05	0	1	0	1	0	1
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny250_breadth0.20	-0.012008281573499091	0.0	2.1885994612502735e-05	0	1	0	1	0	1
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny100_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny100_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny100_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny250_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny250_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny250_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny100_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny100_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny100_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny250_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny250_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny250_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.97_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny500_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny500_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny500_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny500_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny650_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny650_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny650_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.93_xny650_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny500_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny500_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny500_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny500_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny650_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny650_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny650_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	0	raw_ani0.95_xny650_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_default_major	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny100_breadth0.05	-0.0176623376623376	0.0	-9.71204137578674e-06	0	4	0	4	0	4
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny100_breadth0.10	-0.0176623376623376	0.0	-9.71204137578674e-06	0	4	0	4	0	4
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny100_breadth0.20	-0.0176623376623376	0.0	-9.71204137578674e-06	0	4	0	4	0	4
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny100_breadth0.30	-0.0045033112582780754	0.0	-2.5075681483466283e-06	0	1	0	1	0	1
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny250_breadth0.05	-0.0176623376623376	0.0	-9.71204137578674e-06	0	4	0	4	0	4
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny250_breadth0.10	-0.0176623376623376	0.0	-9.71204137578674e-06	0	4	0	4	0	4
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny250_breadth0.20	-0.0176623376623376	0.0	-9.71204137578674e-06	0	4	0	4	0	4
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny250_breadth0.30	-0.0045033112582780754	0.0	-2.5075681483466283e-06	0	1	0	1	0	1
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny500_breadth0.05	-0.0045033112582780754	0.0	-2.5075681483466283e-06	0	1	0	1	0	1
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny500_breadth0.10	-0.0045033112582780754	0.0	-2.5075681483466283e-06	0	1	0	1	0	1
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny500_breadth0.20	-0.0045033112582780754	0.0	-2.5075681483466283e-06	0	1	0	1	0	1
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny500_breadth0.30	-0.0045033112582780754	0.0	-2.5075681483466283e-06	0	1	0	1	0	1
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny100_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny100_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny100_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny250_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny250_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny250_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny100_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny100_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny100_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny250_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny250_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny250_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.97_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny500_breadth0.20_depth2	-0.0045033112582780754	0.0	-2.5075681483466283e-06	0	1	0	1	0	1
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny500_breadth0.20_depth5	-0.0045033112582780754	0.0	-2.5075681483466283e-06	0	1	0	1	0	1
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny500_breadth0.30_depth2	-0.0045033112582780754	0.0	-2.5075681483466283e-06	0	1	0	1	0	1
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny500_breadth0.30_depth5	-0.0045033112582780754	0.0	-2.5075681483466283e-06	0	1	0	1	0	1
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny650_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny650_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny650_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.93_xny650_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny500_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny500_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny500_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny500_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny650_breadth0.20_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny650_breadth0.20_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny650_breadth0.30_depth2	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	1	raw_ani0.95_xny650_breadth0.30_depth5	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_default_major	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny100_breadth0.05	-0.02961175696424667	0.0	9.971431733646341e-06	0	3	0	3	0	3
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny100_breadth0.10	-0.02961175696424667	0.0	9.971431733646341e-06	0	3	0	3	0	3
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny100_breadth0.20	-0.02961175696424667	0.0	9.971431733646341e-06	0	3	0	3	0	3
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny250_breadth0.05	-0.02961175696424667	0.0	9.971431733646341e-06	0	3	0	3	0	3
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny250_breadth0.10	-0.02961175696424667	0.0	9.971431733646341e-06	0	3	0	3	0	3
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny250_breadth0.20	-0.02961175696424667	0.0	9.971431733646341e-06	0	3	0	3	0	3
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.93_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny100_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny100_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny100_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny250_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny250_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny250_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny500_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny650_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny650_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny650_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny650_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.95_xny650_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.97_xny100_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.97_xny100_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.97_xny100_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.97_xny100_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.97_xny100_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.97_xny250_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.97_xny250_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.97_xny250_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.97_xny250_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.97_xny250_breadth0.50	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.97_xny500_breadth0.05	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.97_xny500_breadth0.10	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.97_xny500_breadth0.20	0.0	0.0	0.0	0	0	0	0	0	0
hmp_airskin_gtdb_source_abundance	3	raw_ani0.97_xny500_breadth0.30	0.0	0.0	0.0	0	0	0	0	0	0
